gene_id	gene_id_clean	gene_name	chrom	start	end	strand	gene_type	chromosome_clean	is_chrX	overlaps_chrX_PAR	within_chrX_PAR	PAR_status	literature_gene_id_clean	literature_symbol	literature_escape_category	literature_escape_class	Andergassen_Status	Berletch_Status	Borensztein_Status	Calabrese_Status	Cheng_Status	Finn_Status	Gendrel_Status	Janiszewski_Status	Li_Status	Lopes_Status	Marks_Status	Reinius2010_Status	Reinius2016_Status	Splinter_Status	Wu_Status	Yang_Status	Yue_Status	Yang2022_Status	Bowness_Status	escape_match_method	preferred_escape_class	atlas_gene_group	atlas_gene_group_display
ENSMUSG00000008682	ENSMUSG00000008682	Rpl10	chrX	73314418	73316741	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000008682	Rpl10	facultative	nonPAR_variable_escape							E	S	E		S		S					S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000019088	ENSMUSG00000019088	Dnase1l1	chrX	73316823	73325943	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000019088	Dnase1l1	facultative	nonPAR_variable_escape				S		E	E				S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000009995	ENSMUSG00000009995	Tafazzin	chrX	73325518	73333757	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000009995	Taz	facultative	nonPAR_variable_escape			S		S		E	S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000019087	ENSMUSG00000019087	Atp6ap1	chrX	73340703	73348327	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000019087	Atp6ap1	silenced	nonPAR_subject				S							S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000015291	ENSMUSG00000015291	Gdi1	chrX	73348604	73355468	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000015291	Gdi1	facultative	nonPAR_variable_escape		E		S	S		E	S			S		S			S		S	E	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000001962	ENSMUSG00000001962	Fam50a	chrX	73356639	73363755	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000001962	Fam50a	facultative	nonPAR_variable_escape			E	S	S		E				S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031398	ENSMUSG00000031398	Plxna3	chrX	73372672	73388295	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031398	Plxna3	facultative	nonPAR_variable_escape				S			E	S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000015289	ENSMUSG00000015289	Lage3	chrX	73394882	73397224	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000015289	Lage3	facultative	nonPAR_variable_escape			E		E		E				S		S		S	S		S		ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000015290	ENSMUSG00000015290	Ubl4a	chrX	73409324	73416824	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000015290	Ubl4	facultative	nonPAR_variable_escape				S			E									S			S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000032806	ENSMUSG00000032806	Slc10a3	chrX	73412823	73416955	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000032806	Slc10a3	facultative	nonPAR_variable_escape				S			E				S		S			S				ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031399	ENSMUSG00000031399	Fam3a	chrX	73428325	73436878	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031399	Fam3a	facultative	nonPAR_variable_escape	E			S	S		E	S			S		S			S			S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000004221	ENSMUSG00000004221	Ikbkg	chrX	73436896	73497460	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000004221	Ikbkg	facultative	nonPAR_variable_escape				S			E				S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031400	ENSMUSG00000031400	G6pdx	chrX	73453089	73472800	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031400	G6pdx	facultative	nonPAR_variable_escape				S	S		E	S			S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000079536	ENSMUSG00000079536	Ctag2l1	chrX	73523893	73525005	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079536	Gm6880	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000043715	ENSMUSG00000043715	Or7r1	chrX	73612759	73618494	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000043715	Olfr1326-ps1	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000051706	ENSMUSG00000051706	Or13ae2	chrX	73636285	73641184	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000051706	Olfr1325	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079534	ENSMUSG00000079534	Pwwp4c	chrX	73682725	73689241	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079534	Gm5640	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079532	ENSMUSG00000079532	Ctag2l2	chrX	73784533	73785794	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079532	Gm6890	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079531	ENSMUSG00000079531	Pwwp4d	chrX	73880802	73886961	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079531	Gm5936	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000032750	ENSMUSG00000032750	Gab3	chrX	74010449	74129064	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000032750	Gab3	silenced	nonPAR_subject											S		S			S			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031403	ENSMUSG00000031403	Dkc1	chrX	74139460	74153383	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031403	Dkc1	facultative	nonPAR_variable_escape	E		S	S	S			S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031402	ENSMUSG00000031402	Mpp1	chrX	74153339	74174622	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031402	Mpp1	facultative	nonPAR_variable_escape	E		S	S	S			S			S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000073094	ENSMUSG00000073094	Smim9	chrX	74189662	74207376	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073094	Smim9	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031196	ENSMUSG00000031196	F8	chrX	74216321	74426221	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031196	F8	facultative	nonPAR_variable_escape				E							S		S			S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031198	ENSMUSG00000031198	Fundc2	chrX	74426005	74440065	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031198	Fundc2	silenced	nonPAR_subject				S							S		S		S			S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000090110	ENSMUSG00000090110	Cmc4	chrX	74448452	74460190	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000090110	Mtcp1	silenced	nonPAR_subject																		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031200	ENSMUSG00000031200	Mtcp1	chrX	74454050	74460194	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031200	Mtcp1	silenced	nonPAR_subject				S							S		S			S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000031201	ENSMUSG00000031201	Brcc3	chrX	74460234	74497607	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031201	Brcc3	facultative	nonPAR_variable_escape	E			S	S			S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000031197	ENSMUSG00000031197	Vbp1	chrX	74557905	74578548	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031197	Vbp1	facultative	nonPAR_variable_escape			S	S	S			S			E		S	E	S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000086573	ENSMUSG00000086573	Gm15384	chrX	74594723	74595430	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086573	Gm15384	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000031202	ENSMUSG00000031202	Rab39b	chrX	74615652	74621837	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000031202	Rab39b	silenced	nonPAR_subject											S		S			S		S		ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000086937	ENSMUSG00000086937	Gm15063	chrX	74617058	74618874	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086937	Gm15063	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000087396	ENSMUSG00000087396	4933407K13Rik	chrX	74750538	74808347	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087396	4933407K13Rik	silenced	nonPAR_subject								S			S		S					S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000016382	ENSMUSG00000016382	Pls3	chrX	74829260	74918788	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000016382	Pls3	facultative	nonPAR_variable_escape	E			S				S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000085598	ENSMUSG00000085598	Gm14715	chrX	74959737	74973833	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085598	Gm14715	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000086104	ENSMUSG00000086104	Gm14707	chrX	75287296	75287878	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086104	Gm14707	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000086207	ENSMUSG00000086207	Gm14717	chrX	75290590	75304998	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000086207	Gm14717	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000071738	ENSMUSG00000071738	Cldn34b3	chrX	75307910	75311344	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071738	Gm4937	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000073085	ENSMUSG00000073085	Cldn34b4	chrX	75428942	75441586	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073085	4930428D18Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079525	ENSMUSG00000079525	Cldn34d	chrX	75626214	75646530	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079525	4930468A15Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000025246	ENSMUSG00000025246	Tbl1x	chrX	76554619	76706589	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025246	Tbl1x	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035725	ENSMUSG00000035725	Prkx	chrX	76805017	76839884	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035725	Prkx	silenced	nonPAR_subject				S				S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000085973	ENSMUSG00000085973	Gm14742	chrX	76845957	76846886	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000085973	Gm14742	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000000003	ENSMUSG00000000003	Pbsn	chrX	76881507	76897229	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000000003	Pbsn	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079522	ENSMUSG00000079522	Gm14744	chrX	76908364	76913639	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079522	Gm14744	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000044121	ENSMUSG00000044121	5430402E10Rik	chrX	76963392	76968668	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000044121	5430402E10Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067684	ENSMUSG00000067684	Obp1a	chrX	77129111	77134980	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067684	Obp1a	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079521	ENSMUSG00000079521	Gm5938	chrX	77169073	77174009	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079521	Gm5938	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067679	ENSMUSG00000067679	Obp1b	chrX	77230383	77235898	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067679	Obp1b	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079519	ENSMUSG00000079519	Gm14743	chrX	77284068	77289527	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079519	Gm14743	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035651	ENSMUSG00000035651	4930480E11Rik	chrX	77413249	77414734	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035651	4930480E11Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000047996	ENSMUSG00000047996	Prrg1	chrX	77493219	77627502	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000047996	Prrg1	silenced	nonPAR_subject				S							S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000078315	ENSMUSG00000078315	Fam47c	chrX	77781369	77783007	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000078315	Fam47c	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000073077	ENSMUSG00000073077	Cfap47	chrX	78310165	78560891	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073077	Gm7173	silenced	nonPAR_subject																			S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000046942	ENSMUSG00000046942	Mageb16	chrX	78666837	78715041	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000046942	Mageb16	silenced	nonPAR_subject				S							S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000025666	ENSMUSG00000025666	Tmem47	chrX	80114304	80141478	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025666	Tmem47	facultative	nonPAR_variable_escape		E						S			S		S		S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000060673	ENSMUSG00000060673	4930595M18Rik	chrX	80463181	80501727	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000060673	4930595M18Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000120533	ENSMUSG00000120533	Gm56681	chrX	81858354	81859684	+	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000045103	ENSMUSG00000045103	Dmd	chrX	81992476	84249747	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000045103	Dmd	facultative	nonPAR_variable_escape	E			E							S		S	S	S			S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000035522	ENSMUSG00000035522	Tsga8	chrX	82530284	82531530	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035522	Tsga8	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000035491	ENSMUSG00000035491	Fthl17a	chrX	84293285	84313894	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035491	1600014K23Rik	silenced	nonPAR_subject				S																ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035476	ENSMUSG00000035476	Tab3	chrX	84617628	84678075	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035476	Tab3	facultative	nonPAR_variable_escape	E			S	S						S		S	S	S	S		S	S	ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000025059	ENSMUSG00000025059	Gk	chrX	84745543	84820425	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025059	Gyk	silenced	nonPAR_subject				S				S								S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000087232	ENSMUSG00000087232	Gm14764	chrX	84787954	84793370	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087232	Gm14764	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000120242	ENSMUSG00000120242	Gm56680	chrX	84820506	84821363	+	lncRNA	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000078314	ENSMUSG00000078314	Gm14762	chrX	84869498	84878437	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000078314	Gm14762	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000025058	ENSMUSG00000025058	Tasl	chrX	84913960	84935105	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025058	5430427O19Rik	facultative	nonPAR_variable_escape		E									S		S							ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000035454	ENSMUSG00000035454	Samt3	chrX	85087805	85090919	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035454	Samt3	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000025056	ENSMUSG00000025056	Nr0b1	chrX	85235370	85239553	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000025056	Nr0b1	silenced	nonPAR_subject				S							S								S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035427	ENSMUSG00000035427	Mageb4	chrX	85293860	85348699	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035427	Mageb4	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000052372	ENSMUSG00000052372	Il1rapl1	chrX	85784476	87159251	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000052372	Il1rapl1	silenced	nonPAR_subject											S					S				ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000097961	ENSMUSG00000097961	Gm27000	chrX	87803077	87803918	-	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000097961	Gm27000	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000035395	ENSMUSG00000035395	Dcaf8l	chrX	88447454	88453295	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035395	Pet2	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079513	ENSMUSG00000079513	4932429P05Rik	chrX	88795874	88799097	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079513	4932429P05Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035387	ENSMUSG00000035387	4930415L06Rik	chrX	88973704	88976458	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035387	4930415L06Rik	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000091497	ENSMUSG00000091497	Mageb11	chrX	89935748	89936740	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000091497	Gm44	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000059972	ENSMUSG00000059972	Gm14773	chrX	90198774	90199397	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000059972	Gm14773	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000073069	ENSMUSG00000073069	Mageb2	chrX	90375296	90376966	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000073069	Mageb2	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000094861	ENSMUSG00000094861	Mageb6b1	chrX	90436106	90437140	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000094861	Gm5072	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000096072	ENSMUSG00000096072	Mageb6b2	chrX	90523732	90524766	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000096072	Gm8914	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000057805	ENSMUSG00000057805	1700084M14Rik	chrX	90618816	90619517	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000057805	1700084M14Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000064129	ENSMUSG00000064129	Mageb5b	chrX	90675800	90679277	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000064129	Gm14781	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000061392	ENSMUSG00000061392	Mageb5	chrX	90823150	90826624	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000061392	Mageb5	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000062162	ENSMUSG00000062162	Mageb1	chrX	91058797	91059939	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000062162	Mageb1	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000067649	ENSMUSG00000067649	Mageb18	chrX	91162485	91643178	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000067649	Mageb18	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000071726	ENSMUSG00000071726	Gm5941	chrX	91533555	91534287	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000071726	Gm5941	silenced	nonPAR_subject											S									ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000095110	ENSMUSG00000095110	1700003E24Rik	chrX	92199760	92200479	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000095110	1700003E24Rik	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000096153	ENSMUSG00000096153	BC061195	chrX	92226833	92227552	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000096153	BC061195	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000035277	ENSMUSG00000035277	Arx	chrX	92330051	92341963	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035277	Arx	silenced	nonPAR_subject											S		S		S					ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000006678	ENSMUSG00000006678	Pola1	chrX	92348373	92675761	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000006678	Pola1	silenced	nonPAR_subject				S	S			S			S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035246	ENSMUSG00000035246	Pcyt1b	chrX	92698469	92793557	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035246	Pcyt1b	silenced	nonPAR_subject											S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035232	ENSMUSG00000035232	Pdk3	chrX	92808213	92875807	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035232	Pdk3	silenced	nonPAR_subject				S	S			S			S		S			S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000081044	ENSMUSG00000081044	AU015836	chrX	93012265	93019076	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000081044	AU015836	facultative	nonPAR_variable_escape		E									S		S							ensembl_id	nonPAR_variable_escape	nonPAR_variable_escape	Variable
ENSMUSG00000087640	ENSMUSG00000087640	Gm14798	chrX	93072460	93142910	+	lncRNA	X	True	False	False	nonPAR	ENSMUSG00000087640	Gm14798	Unassigned	nonPAR_uncertain																				ensembl_id	nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000079509	ENSMUSG00000079509	Zfx	chrX	93118237	93167308	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079509	Zfx	silenced	nonPAR_subject				S				S					S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000035150	ENSMUSG00000035150	Eif2s3x	chrX	93232313	93256468	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000035150	Eif2s3x	constitutive	nonPAR_escape	E	E	E	E		E	E	E	E	E	S			E	E	E	E	E	E	ensembl_id	nonPAR_escape	nonPAR_escape	Escape
ENSMUSG00000043929	ENSMUSG00000043929	Klhl15	chrX	93278205	93321330	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000043929	Klhl15	silenced	nonPAR_subject				S							S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000118554	ENSMUSG00000118554	Fam90a1b	chrX	93383509	93408176	-	protein_coding	X	True	False	False	nonPAR																									nonPAR_uncertain	nonPAR_uncertain	Unknown
ENSMUSG00000043549	ENSMUSG00000043549	Fam90a1b	chrX	93398659	93410383	-	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000043549	4932442L08Rik	silenced	nonPAR_subject				S																ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
ENSMUSG00000079508	ENSMUSG00000079508	Apoo	chrX	93410723	93460699	+	protein_coding	X	True	False	False	nonPAR	ENSMUSG00000079508	Apoo	silenced	nonPAR_subject			S	S	S			S			S		S		S	S		S	S	ensembl_id	nonPAR_subject	nonPAR_subject	Inactive
