gene_name	gene_id_clean	chromosome_clean	is_chrX	PAR_status	preferred_escape_class	atlas_gene_group	atlas_gene_group_display	chrom	start	end	strand	ensembl_gene_id	gene_symbol	biotype	par_source_gene_name	category	xci_status	PAR_region
TAF9B	ENSG00000187325	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	78129748	78139650	-	ENSG00000187325	TAF9B	protein_coding	TAF9B	Unknown	Unknown	nonPAR
H2AP	ENSG00000187516	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	37990779	37991314	+	ENSG00000187516	H2AP	protein_coding	CXorf27	Unknown	Unknown	nonPAR
MAGEH1	ENSG00000187601	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	55452127	55453566	+	ENSG00000187601	MAGEH1	protein_coding	MAGEH1	Inactive	Inactive	nonPAR
ERAS	ENSG00000187682	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48826513	48830138	+	ENSG00000187682	ERAS	protein_coding	ERAS	Unknown	Unknown	nonPAR
EZHIP	ENSG00000187690	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	51406948	51408843	+	ENSG00000187690	EZHIP	protein_coding	CXorf67	Inactive	Inactive	nonPAR
SSX7	ENSG00000187754	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52644061	52654900	-	ENSG00000187754	SSX7	protein_coding	SSX7	Unknown	Unknown	nonPAR
SOWAHD	ENSG00000187808	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	119758588	119760202	+	ENSG00000187808	SOWAHD	protein_coding	SOWAHD	Unknown	Unknown	nonPAR
RTL4	ENSG00000187823	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	112083016	112457514	+	ENSG00000187823	RTL4	protein_coding	ZCCHC16	Escape	Escape	nonPAR
ZCCHC13	ENSG00000187969	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	74304180	74305034	+	ENSG00000187969	ZCCHC13	protein_coding	ZCCHC13	Unknown	Unknown	nonPAR
UBQLN2	ENSG00000188021	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	56563627	56567868	+	ENSG00000188021	UBQLN2	protein_coding	UBQLN2	Inactive	Inactive	nonPAR
COL4A5	ENSG00000188153	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	108439838	108697545	+	ENSG00000188153	COL4A5	protein_coding	COL4A5	Inactive	Inactive	nonPAR
NHS	ENSG00000188158	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	17375200	17735994	+	ENSG00000188158	NHS	protein_coding	NHS	Variable	Variable	nonPAR
MAGEB5	ENSG00000188408	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	26216169	26218270	+	ENSG00000188408	MAGEB5	protein_coding	MAGEB5	Unknown	Unknown	nonPAR
CHM	ENSG00000188419	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	85861180	86047561	-	ENSG00000188419	CHM	protein_coding	CHM	Inactive	Inactive	nonPAR
ZDHHC9	ENSG00000188706	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	129803288	129843909	-	ENSG00000188706	ZDHHC9	protein_coding	ZDHHC9	Inactive	Inactive	nonPAR
TRMT2B	ENSG00000188917	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101009346	101052116	-	ENSG00000188917	TRMT2B	protein_coding	TRMT2B	Inactive	Inactive	nonPAR
NYX	ENSG00000188937	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	41447343	41475710	+	ENSG00000188937	NYX	protein_coding	NYX	Inactive	Inactive	nonPAR
MAGEB16	ENSG00000189023	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	35798342	35803772	+	ENSG00000189023	MAGEB16	protein_coding	MAGEB16	Inactive	Inactive	nonPAR
DUSP21	ENSG00000189037	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	44844021	44844888	+	ENSG00000189037	DUSP21	protein_coding	DUSP21	Unknown	Unknown	nonPAR
GAGE2A	ENSG00000189064	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49589496	49596824	+	ENSG00000189064	GAGE2A	protein_coding	GAGE2A,GAGE2B,GAGE2D,GAGE2E	Unknown	Unknown	nonPAR
IL1RAPL2	ENSG00000189108	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	104566199	105767829	+	ENSG00000189108	IL1RAPL2	protein_coding	IL1RAPL2	Variable	Variable	nonPAR
FAM47B	ENSG00000189132	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	34942796	34944915	+	ENSG00000189132	FAM47B	protein_coding	FAM47B	Unknown	Unknown	nonPAR
DCAF8L2	ENSG00000189186	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	27590344	27749942	+	ENSG00000189186	DCAF8L2	protein_coding	DCAF8L2	Unknown	Unknown	nonPAR
MAOA	ENSG00000189221	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	43654907	43746817	+	ENSG00000189221	MAOA	protein_coding	MAOA	Escape	Escape	nonPAR
SPANXN3	ENSG00000189252	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143508735	143517475	-	ENSG00000189252	SPANXN3	protein_coding	SPANXN3	Unknown	Unknown	nonPAR
FOXR2	ENSG00000189299	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	55623400	55626192	+	ENSG00000189299	FOXR2	protein_coding	FOXR2	Unknown	Unknown	nonPAR
SPANXN4	ENSG00000189326	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	143025928	143034702	+	ENSG00000189326	SPANXN4	protein_coding	SPANXN4	Unknown	Unknown	nonPAR
GSPT2	ENSG00000189369	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	51743442	51746232	+	ENSG00000189369	GSPT2	protein_coding	GSPT2	Inactive	Inactive	nonPAR
OTUD6A	ENSG00000189401	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70062457	70064179	+	ENSG00000189401	OTUD6A	protein_coding	OTUD6A	Unknown	Unknown	nonPAR
ZFP92	ENSG00000189420	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153411472	153426481	+	ENSG00000189420	ZFP92	protein_coding	ZFP92	Unknown	Unknown	nonPAR
NLGN3	ENSG00000196338	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	71144821	71175255	+	ENSG00000196338	NLGN3	protein_coding	NLGN3	Inactive	Inactive	nonPAR
NUDT11	ENSG00000196368	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	51490011	51496592	-	ENSG00000196368	NUDT11	protein_coding	NUDT11	Inactive	Inactive	nonPAR
SPANXD	ENSG00000196406	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141697411	141698739	-	ENSG00000196406	SPANXD	protein_coding	SPANXD	Unknown	Unknown	nonPAR
ASMT	ENSG00000196433	X	True	PAR	PAR	PAR	PAR	chrX	1615059	1643081	+	ENSG00000196433	ASMT	protein_coding	ASMT	Escape	Escape	PAR1
ARMCX4	ENSG00000196440	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101418287	101533459	+	ENSG00000196440	ARMCX4	protein_coding	ARMCX4	Inactive	Inactive	nonPAR
TRAPPC2	ENSG00000196459	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	13712244	13734635	-	ENSG00000196459	TRAPPC2	protein_coding	TRAPPC2	Escape	Escape	nonPAR
FGF16	ENSG00000196468	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	77447389	77457278	+	ENSG00000196468	FGF16	protein_coding	FGF16	Unknown	Unknown	nonPAR
TCEAL3	ENSG00000196507	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103607451	103629690	+	ENSG00000196507	TCEAL3	protein_coding	TCEAL3	Unknown	Unknown	nonPAR
WNK3	ENSG00000196632	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	54192823	54358642	-	ENSG00000196632	WNK3	protein_coding	WNK3	Inactive	Inactive	nonPAR
TLR7	ENSG00000196664	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	12867072	12890361	+	ENSG00000196664	TLR7	protein_coding	TLR7	Inactive	Inactive	nonPAR
LINC01560	ENSG00000196741	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47483571	47484823	+	ENSG00000196741	LINC01560	lncRNA	CXorf24	Inactive	Inactive	nonPAR
POU3F4	ENSG00000196767	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	83508290	83512127	+	ENSG00000196767	POU3F4	protein_coding	POU3F4	Unknown	Unknown	nonPAR
FLNA	ENSG00000196924	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154348524	154374634	-	ENSG00000196924	FLNA	protein_coding	FLNA	Inactive	Inactive	nonPAR
SMIM10L2B	ENSG00000196972	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135094985	135098712	-	ENSG00000196972	SMIM10L2B	protein_coding	LINC00087	Unknown	Unknown	nonPAR
LAGE3	ENSG00000196976	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154477775	154479281	-	ENSG00000196976	LAGE3	protein_coding	LAGE3	Inactive	Inactive	nonPAR
WDR45	ENSG00000196998	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	49074433	49101170	-	ENSG00000196998	WDR45	protein_coding	WDR45	Inactive	Inactive	nonPAR
EOLA2	ENSG00000197021	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	149929527	149938700	-	ENSG00000197021	EOLA2	protein_coding	CXorf40B	Inactive	Inactive	nonPAR
MAGEA6	ENSG00000197172	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	152766136	152769716	-	ENSG00000197172	MAGEA6	protein_coding	MAGEA3,MAGEA6	Unknown	Unknown	nonPAR
ATP6AP1-DT	ENSG00000197180	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154424378	154428526	-	ENSG00000197180	ATP6AP1-DT	lncRNA			Unknown	nonPAR
COL4A6	ENSG00000197565	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	108155607	108439497	-	ENSG00000197565	COL4A6	protein_coding	COL4A6	Variable	Variable	nonPAR
EOLA1	ENSG00000197620	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	149540355	149550510	+	ENSG00000197620	EOLA1	protein_coding	CXorf40A	Inactive	Inactive	nonPAR
ZNF81	ENSG00000197779	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	47836902	48002561	+	ENSG00000197779	ZNF81	protein_coding	ZNF81	Inactive	Inactive	nonPAR
AKAP17A	ENSG00000197976	X	True	PAR	PAR	PAR	PAR	chrX	1591604	1602520	+	ENSG00000197976	AKAP17A	protein_coding	AKAP17A	Escape	Escape	PAR1
SPANXA1	ENSG00000198021	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141583674	141584738	-	ENSG00000198021	SPANXA1	protein_coding	SPANXA1,SPANXA2	Unknown	Unknown	nonPAR
RPS4X	ENSG00000198034	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	72255679	72277248	-	ENSG00000198034	RPS4X	protein_coding	RPS4X	Escape	Escape	nonPAR
NUP62CL	ENSG00000198088	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	107123427	107206433	-	ENSG00000198088	NUP62CL	protein_coding	NUP62CL	Variable	Variable	nonPAR
HMGN5	ENSG00000198157	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	81113699	81201913	-	ENSG00000198157	HMGN5	protein_coding	HMGN5	Variable	Variable	nonPAR
FAM47C	ENSG00000198173	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	37008366	37011664	+	ENSG00000198173	FAM47C	protein_coding	FAM47C	Unknown	Unknown	nonPAR
ZXDA	ENSG00000198205	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	57905430	57910458	-	ENSG00000198205	ZXDA	protein_coding	ZXDA	Unknown	Unknown	nonPAR
CSF2RA	ENSG00000198223	X	True	PAR	PAR	PAR	PAR	chrX	1268800	1310381	+	ENSG00000198223	CSF2RA	protein_coding	CSF2RA	Escape	Escape	PAR1
DCAF12L2	ENSG00000198354	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	126163499	126166289	-	ENSG00000198354	DCAF12L2	protein_coding	DCAF12L2	Unknown	Unknown	nonPAR
ZXDB	ENSG00000198455	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	57592011	57597477	+	ENSG00000198455	ZXDB	protein_coding	ZXDB	Unknown	Unknown	nonPAR
SPANXC	ENSG00000198573	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141241463	141242517	-	ENSG00000198573	SPANXC	protein_coding	SPANXC	Unknown	Unknown	nonPAR
MAGEA1	ENSG00000198681	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153179284	153183880	+	ENSG00000198681	MAGEA1	protein_coding	MAGEA1	Unknown	Unknown	nonPAR
SLC9A6	ENSG00000198689	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	135973841	136047269	+	ENSG00000198689	SLC9A6	protein_coding	SLC9A6	Inactive	Inactive	nonPAR
PLXNB3	ENSG00000198753	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	153764196	153779346	+	ENSG00000198753	PLXNB3	protein_coding	PLXNB3	Escape	Escape	nonPAR
EGFL6	ENSG00000198759	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	13569601	13633575	+	ENSG00000198759	EGFL6	protein_coding	EGFL6	Inactive	Inactive	nonPAR
MAGEB3	ENSG00000198798	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	30230657	30237495	+	ENSG00000198798	MAGEB3	protein_coding	MAGEB3	Escape	Escape	nonPAR
GK	ENSG00000198814	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	30653359	30731462	+	ENSG00000198814	GK	protein_coding	GK	Inactive	Inactive	nonPAR
ASB12	ENSG00000198881	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	64224194	64230607	-	ENSG00000198881	ASB12	protein_coding	ASB12	Inactive	Inactive	nonPAR
PNMA5	ENSG00000198883	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	152988824	152994116	-	ENSG00000198883	PNMA5	protein_coding	PNMA5	Variable	Variable	nonPAR
DCAF12L1	ENSG00000198889	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	126549383	126552814	-	ENSG00000198889	DCAF12L1	protein_coding	DCAF12L1	Unknown	Unknown	nonPAR
GPRASP3	ENSG00000198908	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	102720688	102753540	+	ENSG00000198908	GPRASP3	protein_coding	BHLHB9	Inactive	Inactive	nonPAR
L1CAM	ENSG00000198910	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	153861514	153886173	-	ENSG00000198910	L1CAM	protein_coding	L1CAM	Variable	Variable	nonPAR
RPL39	ENSG00000198918	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	119786504	119791630	-	ENSG00000198918	RPL39	protein_coding	RPL39	Inactive	Inactive	nonPAR
CSAG1	ENSG00000198930	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	152727484	152733735	-	ENSG00000198930	CSAG1	protein_coding	CSAG1	Inactive	Inactive	nonPAR
GPRASP1	ENSG00000198932	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	102651092	102659083	+	ENSG00000198932	GPRASP1	protein_coding	GPRASP1	Inactive	Inactive	nonPAR
MAGEE1	ENSG00000198934	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	76427710	76431342	+	ENSG00000198934	MAGEE1	protein_coding	MAGEE1	Variable	Variable	nonPAR
DMD	ENSG00000198947	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	31097677	33339609	-	ENSG00000198947	DMD	protein_coding	DMD	Inactive	Inactive	nonPAR
ARMCX6	ENSG00000198960	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	101615118	101618001	-	ENSG00000198960	ARMCX6	protein_coding	ARMCX6	Inactive	Inactive	nonPAR
ENSG00000203402	ENSG00000203402	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	47297852	47298721	+	ENSG00000203402	ENSG00000203402	lncRNA			Unknown	nonPAR
IGBP1-AS1	ENSG00000203588	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	70163842	70165206	-	ENSG00000203588	IGBP1-AS1	lncRNA			Unknown	nonPAR
LINC01285	ENSG00000203650	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	118839539	118919669	+	ENSG00000203650	LINC01285	lncRNA			Unknown	nonPAR
SMIM9	ENSG00000203870	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	154823348	154834662	-	ENSG00000203870	SMIM9	protein_coding	SMIM9	Unknown	Unknown	nonPAR
GDI1	ENSG00000203879	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	154436913	154443467	+	ENSG00000203879	GDI1	protein_coding	GDI1	Inactive	Inactive	nonPAR
SPANXN1	ENSG00000203923	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	145247503	145256208	+	ENSG00000203923	SPANXN1	protein_coding	SPANXN1	Unknown	Unknown	nonPAR
SPANXA2	ENSG00000203926	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	141589708	141590762	+	ENSG00000203926	SPANXA2	protein_coding	SPANXA2	Unknown	Unknown	nonPAR
LINC00632	ENSG00000203930	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	140709562	140793215	+	ENSG00000203930	LINC00632	lncRNA	LINC00632	Unknown	Unknown	nonPAR
CXorf66	ENSG00000203933	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	139955728	139965521	-	ENSG00000203933	CXorf66	protein_coding	CXorf66	Inactive	Inactive	nonPAR
RTL8A	ENSG00000203950	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	135050932	135052196	-	ENSG00000203950	RTL8A	protein_coding	FAM127B	Inactive	Inactive	nonPAR
CCDC160	ENSG00000203952	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	134237047	134246842	+	ENSG00000203952	CCDC160	protein_coding	CCDC160	Unknown	Unknown	nonPAR
RHOXF2B	ENSG00000203989	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	120072264	120077690	-	ENSG00000203989	RHOXF2B	protein_coding	RHOXF2B	Unknown	Unknown	nonPAR
CT83	ENSG00000204019	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	116461686	116462976	-	ENSG00000204019	CT83	protein_coding	CXorf61	Unknown	Unknown	nonPAR
TRPC5OS	ENSG00000204025	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	111876051	111903990	+	ENSG00000204025	TRPC5OS	protein_coding			Unknown	nonPAR
TCEAL5	ENSG00000204065	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	103273691	103276750	-	ENSG00000204065	TCEAL5	protein_coding	TCEAL5	Unknown	Unknown	nonPAR
TCEAL6	ENSG00000204071	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102140476	102142970	-	ENSG00000204071	TCEAL6	protein_coding	TCEAL6	Unknown	Unknown	nonPAR
RPA4	ENSG00000204086	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	96883908	96885467	+	ENSG00000204086	RPA4	protein_coding	RPA4	Unknown	Unknown	nonPAR
CHIC1	ENSG00000204116	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	73563197	73687111	+	ENSG00000204116	CHIC1	protein_coding	CHIC1	Inactive	Inactive	nonPAR
NHSL2	ENSG00000204131	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	71910845	72161750	+	ENSG00000204131	NHSL2	protein_coding	NHSL2	Variable	Variable	nonPAR
CXorf65	ENSG00000204165	X	True	nonPAR	nonPAR_variable_escape	nonPAR_variable_escape	Variable	chrX	71103889	71106788	-	ENSG00000204165	CXorf65	protein_coding	CXorf65	Variable	Variable	nonPAR
AWAT1	ENSG00000204195	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	70234655	70240659	+	ENSG00000204195	AWAT1	protein_coding	AWAT1	Inactive	Inactive	nonPAR
SPIN3	ENSG00000204271	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	56818298	56995827	-	ENSG00000204271	SPIN3	protein_coding	SPIN3	Inactive	Inactive	nonPAR
NBDY	ENSG00000204272	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	56729241	56819179	+	ENSG00000204272	NBDY	protein_coding			Unknown	nonPAR
PAGE3	ENSG00000204279	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	55258415	55264916	-	ENSG00000204279	PAGE3	protein_coding	PAGE3	Unknown	Unknown	nonPAR
SPANXN5	ENSG00000204363	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52796144	52797427	-	ENSG00000204363	SPANXN5	protein_coding	SPANXN5	Unknown	Unknown	nonPAR
XAGE1A	ENSG00000204379	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52495808	52500812	+	ENSG00000204379	XAGE1A	protein_coding	XAGE1A,XAGE1B	Unknown	Unknown	nonPAR
XAGE1B	ENSG00000204382	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	52512077	52520803	-	ENSG00000204382	XAGE1B	protein_coding	XAGE1B,XAGE1C,XAGE1D,XAGE1E	Unknown	Unknown	nonPAR
ENSG00000204620	ENSG00000204620	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	48568014	48574860	-	ENSG00000204620	ENSG00000204620	lncRNA			Unknown	nonPAR
LINC01545	ENSG00000204904	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	46887417	46899703	-	ENSG00000204904	LINC01545	lncRNA	CXorf31	Unknown	Unknown	nonPAR
TMSB4X	ENSG00000205542	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	12975110	12977227	+	ENSG00000205542	TMSB4X	protein_coding	TMSB4X	Unknown	Unknown	nonPAR
VCX3B	ENSG00000205642	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	8464830	8466510	+	ENSG00000205642	VCX3B	protein_coding	VCX3B	Unknown	Unknown	nonPAR
ARSH	ENSG00000205667	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	3006546	3034111	+	ENSG00000205667	ARSH	protein_coding	ARSH	Escape	Escape	nonPAR
CRLF2	ENSG00000205755	X	True	PAR	PAR	PAR	PAR	chrX	1190490	1212723	-	ENSG00000205755	CRLF2	protein_coding	CRLF2	Unknown	Unknown	PAR1
GAGE1	ENSG00000205777	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	49599020	49608538	+	ENSG00000205777	GAGE1	protein_coding	GAGE1	Unknown	Unknown	nonPAR
ENSG00000206062	ENSG00000206062	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	91307781	91308878	+	ENSG00000206062	ENSG00000206062	lncRNA			Unknown	nonPAR
ENSG00000212663	ENSG00000212663	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	13980066	13988820	-	ENSG00000212663	ENSG00000212663	lncRNA			Unknown	nonPAR
RTL8B	ENSG00000212747	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	135020513	135022542	-	ENSG00000212747	RTL8B	protein_coding	FAM127C	Unknown	Unknown	nonPAR
HAUS7	ENSG00000213397	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	153447668	153495516	-	ENSG00000213397	HAUS7	protein_coding	HAUS7	Inactive	Inactive	nonPAR
MAGEA12	ENSG00000213401	X	True	nonPAR	nonPAR_escape	nonPAR_escape	Escape	chrX	152733757	152737669	+	ENSG00000213401	MAGEA12	protein_coding	MAGEA12	Escape	Escape	nonPAR
FIRRE	ENSG00000213468	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	131688779	131830862	-	ENSG00000213468	FIRRE	lncRNA			Unknown	nonPAR
MAGEB1	ENSG00000214107	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	30243715	30252040	+	ENSG00000214107	MAGEB1	protein_coding	MAGEB1	Unknown	Unknown	nonPAR
ZBED1	ENSG00000214717	X	True	PAR	PAR	PAR	PAR	chrX	2486414	2500976	-	ENSG00000214717	ZBED1	protein_coding	ZBED1	Escape	Escape	PAR1
MTCP1	ENSG00000214827	X	True	nonPAR	nonPAR_subject	nonPAR_subject	Inactive	chrX	155064034	155147937	-	ENSG00000214827	MTCP1	protein_coding	MTCP1	Inactive	Inactive	nonPAR
PNMA6E	ENSG00000214897	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	153395639	153401392	-	ENSG00000214897	PNMA6E	protein_coding			Unknown	nonPAR
ENSG00000214915	ENSG00000214915	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	151515551	151516245	+	ENSG00000214915	ENSG00000214915	lncRNA			Unknown	nonPAR
TCP11X2	ENSG00000215029	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	102456862	102471842	-	ENSG00000215029	TCP11X2	protein_coding	TCP11X2	Unknown	Unknown	nonPAR
CXorf49B	ENSG00000215113	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	71763349	71767204	+	ENSG00000215113	CXorf49B	protein_coding	CXorf49B	Unknown	Unknown	nonPAR
CXorf49	ENSG00000215115	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	71714371	71718285	-	ENSG00000215115	CXorf49	protein_coding	CXorf49,CXorf49B	Unknown	Unknown	nonPAR
LINC00269	ENSG00000215162	X	True	nonPAR	nonPAR_uncertain	nonPAR_uncertain	Unknown	chrX	69179557	69209924	+	ENSG00000215162	LINC00269	lncRNA	LINC00269	Unknown	Unknown	nonPAR
